English,Hindi
fiend,राक्षस
ultra,अत्यंत
restrain,नियंत्रित करना
pinkie,पिंकी
voluntary,स्वैच्छिक
widely,व्यापक रूप से
uncommon,असामान्य
blackie,ब्लैकी
farrell,फैरेल
infiltrate,घुसपैठ
erika,एरिका
sophomore,द्वितीय
radios,रेडियो
ringo,रिंगो
medallion,प्राचीन पदक
eiffel,एफिल
yamato,यमातो
wilder,वाइल्डर
dyke,बांध
bailiff,कारिदा
peril,ख़तरा
plaintiff,वादी
emilia,एमिलिया
transmitted,संचारित
bonnet,ढक्कन
assassinated,हत्या
emptiness,शून्यता
helmets,हेलमेट
normandy,नॉरमैंडी
cheetah,चीता
clips,क्लिप्स
thicker,मोटा
whiz,विशेषज्ञ
saga,कथा
bullock,बैल
binoculars,दूरबीन
duckman,बत्तख का बच्चा
accord,एकॉर्ड
diva,दिवा
jeanette,जेनेट
birmingham,बर्मिंघम
pick-up,उठाना
bawk,बकवास
sita,सीता
concierge,दरबान
clams,क्लैम
questionable,संदिग्ध
volunteering,स्वयं सेवा
lunches,लंच
spooked,डरा हुआ
pinpoint,तुच्छ
hereafter,इस के बाद
brook,झरना
weakened,कमजोर
verses,छंद
think-,सोचना-
marshals,मार्शल
deposited,जमा किया
cleans,साफ
ironically,विडम्बना से
bodily,शारीरिक
distances,दूरी
hypnosis,सम्मोहन
secretive,गुप्त
dominion,अधिराज्य
civic,नागरिक
tori,तोरी
bursts,फटने
uncertainty,अनिश्चितता
streams,धाराओं
vortex,भंवर
tights,चड्डी
sponsors,प्रायोजक
tickles,गुदगुदी
cello,वायलनचेलो
herring,हिलसा
ab,अब
disability,विकलांगता
griffith,ग्रिफ़िथ
orchid,आर्किड
hostility,शत्रुता
conflicts,संघर्ष
pans,पैन
housekeeping,गृह व्यवस्था
panthers,पैंथर्स
wonderland,वंडरलैंड
ruiz,रूज़
interrogated,पूछताछ
andromeda,एंड्रोमेडा
premium,अधिमूल्य
broccoli,ब्रोकोली
garfield,गारफील्ड
mussolini,मुसोलिनी
pottery,मिट्टी के बर्तनों
shrapnel,गंजगोला
planner,योजनाकार
jacked,लानत
robyn,रोबिन
rounded,गोल
giuseppe,ग्यूसेप
cactus,कैक्टस
motherland,मातृभूमि
defendants,बचाव पक्ष
wilt,विल्ट
jia,जिया
executives,अधिकारियों
spoons,चम्मच
mnh-mnh,एमएनएच-एमएनएच
belinda,बेलिंडा
unbelievably,अविश्वसनीय
fairness,फेयरनेस
continuously,लगातार
spices,मसाले
organisms,जीवों
regretted,खेद व्यक्त किया
monarch,सम्राट
narrative,आख्यान
roth,रोथ
catcher,कैचर
dictatorship,अधिनायकत्व
controversy,विवाद
manu,मनु
alejandro,ALEJANDRO
josef,जोसेफ
dignified,अभिमानी
bonded,बंधुआ
tilt,नत
beginnings,शुरुआत
peaks,चोटियों
tissues,ऊतकों
pretentious,मिथ्याभिमानी
dell,गड्ढा
jeopardize,ख़तरे में डालना
osborne,ओसबोर्न
diversity,विविधता
shabby,जर्जर
brownies,ब्राउनी
overdo,अति
sharma,शर्मा
crunching,क्रंचिंग
tel,टेलीफोन
marnie,मार्नी
separating,पृथक करना
horrid,भयंकर
overrated,अहंकारी
harmon,हार्मन
rethink,पुनर्विचार
mastered,महारत हासिल
eww,ओह
reopen,फिर से खोलना
camels,ऊंट
tux,टक्स
denis,डेनिस
depended,निर्भर
tak,तक
whine,कराहना
axis,अक्ष
orchard,ऑर्चर्ड
cherries,चेरी
pleasing,मनभावन
unforgivable,अक्षम्य
craziest,सा पागलपन
rods,छड़
distressed,व्यथित
bubbling,उत्साह से भरा हुआ
on,पर
interact,इंटरैक्ट करना
manipulating,छेड़खानी
rewind,अतीत
burgundy,बरगंडी
blacked,बेहोश
trillion,खरब
onwards,से आगे
reservoir,जलाशय
participation,भाग लेना
caucasian,कोकेशियान
flushing,फ्लशिंग
serbian,सर्बियाई
manhood,मनुष्यता
lao,लाओ
matilda,मटिल्डा
exhale,साँस छोड़ें
dinah,दीना
in-laws,ससुरालवाले
caramel,कारमेल
slander,बदनामी
identifying,की पहचान
drunkard,शराबी
blooming,प्रस्फुटन
stocking,जुराब
one-on-one,एक एक करके
rinse,कुल्ला
artwork,कलाकृति
catholics,कैथोलिक
stormy,तूफ़ानी
refresh,ताज़ा
elisa,एलिसा
cor,कोर
floats,तैरता
expanded,विस्तार
chilling,द्रुतशीतन
congo,कांगो
afghan,अफगान
backside,पीठ
antarctica,अंटार्कटिका
sandals,सैंडल
investigative,खोजी
wills,चाहा
searches,खोजें
yawns,जम्हाई लेना
collaboration,सहयोग
untouched,अछूता
psyched,मानसिक
hussein,हुसैन
departments,विभागों
tuxedo,टक्सेडो
mak,माक
bummed,निराश
heinrich,हेनरिक
finer,महीन
manure,खाद
him-,उसे-
compatible,अनुकूल
moor,दलदल
keg,पीपा
monsignor,मोंसिगनोर
peeled,छिला हुआ
dona,डोना
stings,डंक
seeker,साधक
watering,पानी
ids,आईडी
malaria,मलेरिया
aj,ए जे
walters,वाल्टर्स
sinatra,सिनात्रा
lending,उधार
dodgers,डाजर्स
fortnight,पखवाड़ा
reassure,आश्वस्त करना
braun,ब्राउन
meddling,दखल
overthrow,को उखाड़ फेंकने के
postmortem,शवपरीक्षा
achievements,उपलब्धियों
excellence,उत्कृष्टता
ight,आठ
latch,कुंडी
coppers,कॉपर्स
raids,छापे
dickens,शैतान
thing-,चीज़-
drifted,हो गए
leeds,लीड्स
obsessive,जुनूनी
upwards,ऊपर की ओर
lynette,लिनेट
oatmeal,जई का दलिया
midday,दोपहर
implants,प्रत्यारोपण
unmarried,अविवाहित
murat,मुरात
sewers,नाली
bowie,बॉवी
mercenary,किराये का
perks,भत्तों
outrun,आगे बढ़ना
copying,नकल
upload,अपलोड करें
freya,फ्रेया
helga,हेल्गा
shu,शू
bumping,जोड़ने से
inland,अंतर्देशीय
yorkshire,यॉर्कशायर
humbly,विनम्रतापूर्वक
injections,इंजेक्शन
participating,इसमें भाग लेने वाले
python,अजगर
laurent,लॉरेंट
prof.,प्रो
cockroaches,तिलचट्टे
puberty,तरुणाई
technologies,प्रौद्योगिकियों
crumble,टुकड़े टुकड़े
toots,टूट्स
miki,miki
roscoe,रोस्को
high-school,हाई स्कूल
clot,थक्का
exterminate,विनाश
rake,जेली
cholesterol,कोलेस्ट्रॉल
deli,डेली
augustus,ऑगस्टस
sublime,उदात्त
bottled,बोतलबंद
fung,फंग
charlene,चार्लेन
the-the,यह यह
demolition,तोड़फोड़
methane,मीथेन
appendix,परिशिष्ट
aches,दर्द
ahoy,एहोय
distractions,distractions
dashing,जोशीला
plank,काष्ठफलक
medications,दवाएं
chevy,आखेट
zurich,ज़्यूरिख
